id,model_name,primary_entity_type,source,prediction,reference_translation,reference_mention,target_rendering_strategy,official_korean_title_preferred,preserve_english_preferred,adaptation_needed,human_entity_correct,human_rendering_strategy,human_quality_label,human_metric_likely_miss,human_notes,preferred_model,human_acceptance_label,strategy_matches_target,sentence_bleu,sentence_chrf,normalized_reference_exact_match,general_bleu_pass,general_chrf_pass,primary_mention_exact_match,any_reference_mention_exact_match,primary_mention_normalized_match,any_reference_mention_normalized_match,mention_substring_recall_proxy,disagreement_category,metric_human_disagreement,korean_strategy_issue,acceptable_alias_case,both_metrics_pass,both_metrics_fail
Q1190902_1,gpt4o_mini,Landmark,Where is the Okhotny Ryad located?,오호트니 라디는 어디에 위치해 있나요?,오호트니랴트역은 어디에 있나요?,오호트니랴트역,transliterate,no,no,no,partly,transliterate,partial_entity_error,maybe,,gpt4o,borderline,True,32.4668,34.8986,False,False,False,False,False,False,False,0.5714,borderline_human_and_metrics_fail,True,False,False,False,True
Q1417441_1,gpt4o_mini,Landmark,What architectural style is St Volodymyr's Cathedral in Kyiv?,St. Volodymyr's Cathedral in Kyiv is built in the Neo-Byzantine architectural style.,키예프의 성 볼로디미르 대성당은 어떤 건축 양식인가요?,성 볼로디미르 대성당,transliterate,yes,no,no,partly,preserve,wrong_rendering_strategy,yes,,gpt4o,borderline,False,8.7372,0.0,False,False,False,False,False,False,False,0.0,borderline_human_and_metrics_fail,True,True,False,False,True
Q1122571_1,gpt4o_mini,Movie,What year was The Unbearable Lightness of Being released?,"""The Unbearable Lightness of Being""는 어떤 해에 개봉되었나요?",참을 수 없는 존재의 가벼움은 몇 년도에 출시되었나요?,참을 수 없는 존재의 가벼움,adapt,yes,no,yes,partly,preserve,partial_entity_error,yes,,gpt4o,borderline,False,13.4851,10.9986,False,False,False,False,False,False,False,0.0909,borderline_human_and_metrics_fail,True,False,False,False,True
Q1527383_0,gpt4o_mini,Movie,Who starred in The Villain?,'악당'에 누가 출연했나요?,누가 빌런에 출연했나요?,빌런,transliterate,no,no,no,partly,translate,partial_entity_error,yes,,gpt4o,borderline,False,0.0,42.9265,False,False,False,False,False,False,False,0.0,borderline_human_and_metrics_fail,True,False,False,False,True
Q431093_0,gpt4o_mini,Movie,How long is the runtime of Sunrise: A Song of Two Humans?,"""썬라이즈: 두 인간의 노래""의 러닝타임은 얼마입니까?",선라이즈의 상영 시간은?,선라이즈,transliterate,yes,no,yes,partly,translate,wrong_rendering_strategy,yes,,neither,borderline,False,18.5751,13.8604,False,False,False,False,False,False,False,0.75,borderline_human_and_metrics_fail,True,True,False,False,True
Q431093_1,gpt4o_mini,Movie,When was Sunrise: A Song of Two Humans released?,"""서 sunrise: 두 인간의 노래""는 1927년 9월 23일에 개봉되었습니다.",선라이즈은 언제 개봉되었나요?,선라이즈,translate,yes,no,no,no,translate,partial_entity_error,maybe,,neither,borderline,True,11.8684,10.3976,False,False,False,False,False,False,False,0.0,borderline_human_and_metrics_fail,True,False,False,False,True
Q551992_1,gpt4o_mini,Movie,What year was The Devil Came at Night released?,"""악마는 밤에 온다""는 몇 년에 출시되었습니까?","나이츠, 웬 더 데빌 케임는 몇 년도에 개봉되었나요?","나이츠, 웬 더 데빌 케임",adapt,yes,no,yes,partly,translate,wrong_rendering_strategy,yes,,neither,borderline,False,24.4462,24.4552,False,False,False,False,False,False,False,0.7143,borderline_human_and_metrics_fail,True,True,False,False,True
Q59346_1,gpt4o_mini,Movie,When was The Mortal Instruments: City of Bones released?,"""모탈 인스트루먼트: 뼈의 도시""는 언제 개봉되었나요?",섀도우 헌터스: 뼈의 도시는 언제 출시되었나요?,섀도우 헌터스: 뼈의 도시,adapt,yes,no,yes,no,transliterate,partial_entity_error,yes,,gpt4o,borderline,False,24.4462,30.0272,False,False,False,False,False,False,False,0.4,borderline_human_and_metrics_fail,True,False,False,False,True
Q164652_2,gpt4o_mini,Musical work,Can you provide a brief description of Symphony No. 10 by Dmitri Shostakovich?,"드미트리 쇼스타코비치의 교향곡 제10번은 1953년에 작곡된 작품으로, 그의 가장 중요한 교향곡 중 하나로 여겨집니다. 이 교향곡은 쇼스타코비치가 스탈린의 통치 아래에서 겪었던 고뇌와 고통을 반영하며, 정치적 억압에 대한 비판적인 시각을 담고 있습니다. 4악장으로 구성되어 있으며, 특히 첫 번째 악장은 강렬한 감정을 표현하고, 마지막 악장은 희망과 해방의 어조를 가지고 있습니다. 이 작품은 객관성과 주관성이 맞물려 있는 복잡한 감정적 여정을 전달합니다.",드미트리 쇼스타코비치의 교향곡 10번에 대한 간략한 설명을 제공해 주시겠습니까?,교향곡 10번,translate,yes,no,no,yes,translate,partial_entity_error,yes,,gpt4o,borderline,True,4.0709,22.5449,False,False,False,False,False,False,False,0.5,borderline_human_and_metrics_fail,True,False,False,False,True
Q7190160_0,gpt4o_mini,Musical work,Can you provide a brief description of Piano Sonata No. 6 by Alexander Scriabin?,"알렉산더 스크리아빈의 피아노 소나타 제6번은 1911년에 작곡된 작품으로, 그의 후기 스타일을 반영하고 있습니다. 이 소나타는 감정적인 깊이와 복잡한 화성을 특징으로 하며, 대조적인 선율과 리듬의 변화를 통해 독특한 음악적 서사를 만들어냅니다. 총 네 개의 악장으로 구성되어 있으며, 압축적이고 드라마틱한 표현이 돋보입니다. 스크리아빈의 영적이고 철학적인 주제 또한 이 작품에 통합되어 있어, 듣는 이에게 강한 감동을 줍니다.",알렉산더 스크리아빈의 피아노 소나타 6번에 대한 간략한 설명을 제공해 주시겠습니까?,피아노 소나타 6번,translate,yes,no,no,yes,translate,partial_entity_error,yes,,neither,borderline,True,6.1878,25.0279,False,False,False,False,False,False,False,0.75,borderline_human_and_metrics_fail,True,False,False,False,True
Q740088_0,gpt4o_mini,Musical work,Can you give a brief description of Till Eulenspiegel's Merry Pranks?,틸 울렌슈피겔의 즐거운 장난에 대한 간단한 설명을 제공할 수 있습니다.,틸 오일렌슈피겔의 유쾌한 장난에 대해 간략하게 설명해줄래?,틸 오일렌슈피겔의 유쾌한 장난,transliterate,no,no,no,partly,translate,partial_entity_error,yes,,neither,borderline,False,13.9508,20.0665,False,False,False,False,False,False,False,0.3846,borderline_human_and_metrics_fail,True,False,False,False,True
Q313594_1,gpt4o_mini,Person,What is Kirsan Ilyumzhinov known for in the public sphere?,Kirsan Ilyumzhinov은 공공 분야에서 무엇으로 알려져 있습니까?,공공 영역에서 키르산 일륨지노프 는 무엇으로 알려져 있나요?,키르산 일륨지노프,transliterate,yes,no,no,partly,preserve,wrong_rendering_strategy,yes,,neither,borderline,False,22.7721,25.4248,False,False,False,False,False,False,False,0.0,borderline_human_and_metrics_fail,True,True,False,False,True
Q49967_1,gpt4o_mini,Person,When did Adhemar of Le Puy live and where was he from?,"아드마르 드 르 퓌는 언제 살았고, 그는 어디 출신인가요?",아데마르는 언제 살았고 그는 어디에서 왔나요?,아데마르,transliterate,yes,no,no,partly,transliterate,wrong_rendering_strategy,yes,,neither,borderline,True,19.9602,33.9423,False,False,False,False,False,False,False,0.5,borderline_human_and_metrics_fail,True,True,False,False,True
Q837005_1,gpt4o_mini,Person,In which fictional universe does Gyro Gearloose exist?,"Gyro Gearloose는 ""덤보""라는 가상의 우주에 존재합니다.",자이로 기어루스 는 어떤 가상의 우주에 존재하나요?,자이로 기어루스,transliterate,yes,no,no,partly,preserve,wrong_rendering_strategy,yes,,gpt4o,borderline,False,29.0715,25.8011,False,False,False,False,False,False,False,0.0,borderline_human_and_metrics_fail,True,True,False,False,True
Q462372_1,gpt4o_mini,Place of worship,When was Yellow Crane Tower first built and what was its original purpose?,옌후이 타워는 처음 언제 지어졌고 그 원래 목적은 무엇이었습니까?,황학루는 언제 처음 지어졌고 원래 목적은 무엇이었나요?,황학루,translate,yes,no,no,no,adapt,partial_entity_error,yes,,gpt4o,borderline,False,22.0896,41.1765,False,False,False,False,False,False,False,0.0,borderline_human_and_metrics_fail,True,False,False,False,True
Q644677_2,gpt4o_mini,Place of worship,How would you describe the architectural style of the Şehzade Mosque?,Şehzade 모스크의 건축 양식은 어떻게 설명할 수 있습니다か?,셰흐자데 모스크 의 건축 양식을 어떻게 설명하시겠습니까,셰흐자데 모스크,transliterate,no,no,no,partly,preserve,partial_entity_error,maybe,,gpt4o,borderline,False,22.6792,36.6264,False,False,False,False,False,False,False,0.4286,borderline_human_and_metrics_fail,True,False,False,False,True
Q975568_2,gpt4o_mini,Place of worship,How old is Thiên Mụ Temple?,Thiên 뮈 사원은 얼마나 오래되었나요?,티엔무 사원 은 몇 살인가요,티엔무 사원,transliterate,no,no,no,partly,preserve,wrong_rendering_strategy,maybe,,gpt4o,borderline,False,27.3012,11.7132,False,False,False,False,False,False,False,0.4,borderline_human_and_metrics_fail,True,True,False,False,True
Q24659708_0,gpt4o_mini,TV series,When was Blow Breeze first aired on television?,'Blow Breeze'는 처음에 텔레비전에서 방영된 날짜가 언제인가요?,불어라 미풍아는 언제 텔레비전에서 처음 방영되었나요?,불어라 미풍아,translate,yes,no,no,partly,preserve,wrong_rendering_strategy,yes,,gpt4o,borderline,False,26.2691,42.8725,False,False,False,False,False,False,False,0.0,borderline_human_and_metrics_fail,True,True,False,False,True
Q4390286_0,gpt4o_mini,TV series,When did the TV series My Sweet City first air?,드라마 '내 사랑 도시'는 언제 처음 방영되었나요?,TV 시리즈 나의 달콤한 도시 는 언제 처음 방영되었나요?,나의 달콤한 도시,translate,yes,no,no,partly,translate,wrong_rendering_strategy,yes,,gpt4o,borderline,True,29.9698,46.8093,False,False,False,False,False,False,False,0.2857,borderline_human_and_metrics_fail,True,True,False,False,True
Q485094_1,gpt4o_mini,TV series,What is the alternate title for the TV series The Accidental Couple?,"TV 시리즈 ""우연한 커플""의 다른 제목은 무엇인가요?",TV 시리즈 그저 바라보다가 의 대체 제목은 무엇인가요?,그저 바라보다가,adapt,yes,no,yes,partly,translate,wrong_rendering_strategy,yes,official korean title exists,neither,borderline,False,30.7394,42.2405,False,False,False,False,False,False,False,0.1429,borderline_human_and_metrics_fail,True,True,False,False,True
Q492936_0,gpt4o_mini,TV series,When was Couple or Trouble first aired?,커플 혹은 트러블은 언제 첫 방송되었나요?,환상의 커플은 언제 처음 방영되었나요?,환상의 커플,adapt,yes,no,yes,partly,transliterate,wrong_rendering_strategy,yes,,gpt4o,borderline,False,31.2394,38.5795,False,False,False,False,False,False,False,0.4286,borderline_human_and_metrics_fail,True,True,False,False,True
Q7760898_2,gpt4o_mini,TV series,Who is the host or narrator of The Rise of the Great Powers?,"""The Rise of the Great Powers""의 호스트 또는 내레이터는 누구인가요?",대국굴기 의 진행자나 내레이터는 누구인가요?,대국굴기,adapt,yes,no,yes,partly,preserve,wrong_rendering_strategy,yes,,gpt4o,borderline,False,16.5904,39.1198,False,False,False,False,False,False,False,0.0,borderline_human_and_metrics_fail,True,True,False,False,True
Q85867753_2,gpt4o_mini,TV series,Where is The Mess You Leave Behind set?,"""The Mess You Leave Behind""는 스페인의 갈리시아 지역을 배경으로 설정되어 있습니다.",네가 남긴 혼돈 세트는 어디에 있나요?,네가 남긴 혼돈,adapt,yes,no,yes,partly,preserve,wrong_rendering_strategy,yes,,neither,borderline,False,9.5785,3.592,False,False,False,False,False,False,False,0.0,borderline_human_and_metrics_fail,True,True,False,False,True
Q1769466_2,gpt4o_mini,Artwork,How would you describe Mission of Gravity in one word?,중력의 임무,중력의 임무를 한 단어로 표현한다면?,중력의 임무,translate,yes,no,no,partly,translate,partial_entity_error,yes,,neither,borderline,True,0.0,20.2714,False,False,False,True,True,True,True,1.0,borderline_human_general_fail_entity_pass,True,False,False,False,False
Q1524969_1,gpt4o_mini,Artwork,Who is the author of Night on the Galactic Railroad?,'은하철도 밤'의 저자는 누구인가요?,은하철도의 밤 의 저자는 누구인가요?,은하철도의 밤,translate,yes,no,no,partly,translate,partial_entity_error,maybe,,gpt4o,borderline,True,47.2871,66.0653,False,True,True,False,False,False,False,0.6667,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q1524969_2,gpt4o_mini,Artwork,What genre does Night on the Galactic Railroad belong to?,"""갤럭시 철도의 밤""은 어떤 장르에 속하나요?",은하철도의 밤 는 어떤 장르에 속하나요?,은하철도의 밤,translate,yes,no,no,partly,translate,wrong_rendering_strategy,yes,,gpt4o,borderline,True,41.1134,60.0356,False,True,True,False,False,False,False,0.6667,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q3492886_1,gpt4o_mini,Artwork,Who is the author of Specters of Marx?,"""스펙터들""의 저자는 누구인가요?",마르크스의 유령들의 저자는 누구인가요?,마르크스의 유령들,transliterate,yes,no,no,partly,transliterate,partial_entity_error,yes,,gpt4o,borderline,True,0.0,50.9044,False,False,True,False,False,False,False,0.125,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q1389239_2,gpt4o_mini,Book,How does the FMA instruction set enhance the performance of x86 processors?,FMA 명령 세트는 x86 프로세서의 성능을 어떻게 향상시키나요?,FMA 명령어 집합은 x86 프로세서의 성능을 어떻게 향상시키나요?,FMA 명령어 집합,translate,yes,no,no,partly,translate,partial_entity_error,yes,,gpt4o,borderline,True,61.0474,80.1156,False,True,True,False,False,False,False,0.625,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q21511960_2,gpt4o_mini,Book,When was the book This One Summer published?,"이 책 ""이번 여름""은 언제 출판되었나요?",그해 여름라는 책은 언제 출판되었습니까?,그해 여름,translate,yes,no,no,partly,translate,wrong_rendering_strategy,yes,,gpt4o,borderline,True,29.0715,54.2792,False,False,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q1074831_0,gpt4o_mini,Book series,Is Demon Lord Dante more popular as a book series or a TV series?,"다몬 로드 단테는 책 시리즈로 더 인기가 있나요, 아니면 TV 시리즈로 더 인기가 있나요?",마왕 단테는 책 시리즈나 TV 시리즈로 더 인기가 있나요?,마왕 단테,translate,yes,no,no,partly,transliterate,partial_entity_error,yes,,gpt4o,borderline,False,36.4141,66.3398,False,True,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q3943166_0,gpt4o_mini,Book series,"Who is the author behind the captivating stories in the Ryu, the Cave Boy book series?","Ryu, the Cave Boy 책 시리즈의 매혹적인 이야기 뒤에 있는 저자는 누구인가요?",원시소년 돌치책 시리즈의 매혹적인 이야기 뒤에 있는 작가는 누구인가요?,원시소년 돌치,adapt,yes,no,yes,partly,preserve,wrong_rendering_strategy,yes,,gpt4o_mini,borderline,False,48.6338,60.9599,False,True,True,False,False,False,False,0.1667,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q3943166_1,gpt4o_mini,Book series,"What makes the Ryu, the Cave Boy TV series a popular choice among children?","류, 동굴 소년 TV 시리즈가 아이들 사이에서 인기 있는 선택인 이유는 무엇인가요?",원시소년 돌치TV 시리즈를 아이들 사이에서 인기 있는 선택으로 만드는 것은 무엇인가요?,원시소년 돌치,adapt,yes,no,yes,partly,transliterate,wrong_rendering_strategy,yes,,neither,borderline,False,40.5071,53.3494,False,True,True,False,False,False,False,0.8,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q1504526_1,gpt4o_mini,Fictional entity,What is Comic Book Guy's occupation?,만화책 가게 주인의 직업은 무엇인가요?,코믹 북 가이의 직업은 무엇인가요?,코믹 북 가이,transliterate,no,no,no,partly,translate,wrong_rendering_strategy,yes,,gpt4o,borderline,False,35.9304,58.465,False,True,True,False,False,False,False,0.2,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q521659_0,gpt4o_mini,Fictional entity,What is the main goal of the Vongola family?,봉골라 가족의 주요 목표는 무엇인가요?,봉고레 패밀리의 주요 목표는 무엇인가요?,봉고레 패밀리,transliterate,no,no,no,partly,translate,partial_entity_error,maybe,,gpt4o,borderline,False,50.8133,62.5451,False,True,True,False,False,False,False,0.1667,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q5360075_2,gpt4o_mini,Fictional entity,How are the Four Perils depicted in Chinese folklore?,중국 민속에서 사대악은 어떻게 묘사되나요?,중국 민속에서 사흉은 어떻게 묘사되나요?,사흉,translate,yes,no,no,partly,translate,wrong_rendering_strategy,yes,,gpt4o,borderline,True,45.1801,74.9403,False,True,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q733195_1,gpt4o_mini,Fictional entity,In which fictional universe does the Galactic Republic exist?,갤럭틱 공화국은 어떤 허구의 우주에 존재하나요?,은하 공화국은 어떤 가상의 우주에 존재하나요?,은하 공화국,translate,yes,no,no,partly,transliterate,wrong_rendering_strategy,yes,,gpt4o,borderline,False,36.5555,60.8424,False,True,True,False,False,False,False,0.6,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q2265406_0,gpt4o_mini,Food,What are the nutritional benefits of split pea?,완두콩의 영양적 이점은 무엇인가요?,완두 짜개의 영양적 이점은 무엇인가요?,완두 짜개,translate,yes,no,yes,no,translate,partial_entity_error,maybe,,gpt4o,borderline,True,52.0815,76.0769,False,True,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q2265406_1,gpt4o_mini,Food,How is split pea different from whole pea?,분할된 완두콩은 통 완두콩과 어떻게 다른가요?,완두 짜개는 완두콩과 어떻게 다른가요?,완두 짜개,translate,no,no,no,partly,translate,partial_entity_error,yes,,gpt4o,borderline,True,41.1134,65.3267,False,True,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q2830455_0,gpt4o_mini,Food,What are some popular desserts that use condensed milk as an ingredient?,응축우유를 재료로 사용하는 인기 있는 디저트는 무엇인가요?,연유를 재료로 사용하는 인기 있는 디저트는 무엇인가요?,연유,translate,no,no,no,partly,translate,wrong_rendering_strategy,yes,,gpt4o,borderline,True,84.0896,93.568,False,True,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q486606_1,gpt4o_mini,Food,Where is Aleppo pepper commonly used?,알레포 후추는 어디에 일반적으로 사용되나요?,일반적으로 사용되는 알레포 고추?,알레포고추,translate,yes,no,no,partly,translate,partial_entity_error,yes,,gpt4o,borderline,True,40.8248,63.8461,False,True,True,False,False,False,False,0.6,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q2635530_2,gpt4o_mini,Landmark,Can visitors access the Tomb of Cyrus the Great today?,오늘 방문객들이 고레스 대왕의 무덤에 접근할 수 있나요?,오늘날 방문객들이 키루스의 무덤에 접근할 수 있나요?,키루스의 무덤,translate,yes,no,no,partly,translate,partial_entity_error,yes,,gpt4o,borderline,True,48.5492,62.2703,False,True,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q4374095_1,gpt4o_mini,Landmark,What is the purpose of the Embassy of Estonia in Moscow?,모스크바에 있는 에스토니아 대사의 목적은 무엇인가요?,모스크바 주재 에스토니아 대사관의 목적은 무엇입니까?,모스크바 주재 에스토니아 대사관,translate,no,no,no,partly,translate,wrong_rendering_strategy,yes,,gpt4o,borderline,True,31.2394,62.1546,False,False,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q698796_2,gpt4o_mini,Movie,Is Catherine the Great a movie or a TV series?,"카테리나 대제가 영화인가요, 아니면 TV 시리즈인가요?",예카테리나 대제는 영화인가요 아니면 TV 시리즈인가요?,예카테리나 대제,transliterate,yes,no,no,no,translate,partial_entity_error,yes,,gpt4o,borderline,False,41.1134,67.5439,False,True,True,False,False,False,False,0.8571,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q48835523_1,gpt4o_mini,Musical work,What is the genre of Mendelssohn's On Wings of Song?,"멘델스존의 ""송의 날개 위에서""의 장르는 무엇인가요?",멘델스존의 노래의 날개 위에 의 장르는 무엇인가요?,노래의 날개 위에,translate,yes,no,no,partly,translate,wrong_rendering_strategy,yes,,neither,borderline,True,33.0316,61.0446,False,False,True,False,False,False,False,0.7143,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q2620906_1,gpt4o_mini,Person,When did Grigory Petrovsky serve as a politician in the Soviet Union?,그리골리 페트로프스키는 소련에서 정치인으로 활동한 시기는 언제인가요?,그리고리 페트로프스키는 언제 소련에서 정치인으로 활동했습니까?,그리고리 페트로프스키,transliterate,yes,no,no,partly,transliterate,wrong_rendering_strategy,yes,,gpt4o,borderline,True,26.2691,56.2347,False,False,True,False,False,False,False,0.7,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q49967_0,gpt4o_mini,Person,How did Adhemar of Le Puy contribute to French history?,아드마르 드 레 퓨이는 프랑스 역사에 어떻게 기여했나요?,아데마르는 프랑스 역사에 어떻게 기여했나요?,아데마르,transliterate,no,no,no,partly,transliterate,partial_entity_error,yes,,gpt4o,borderline,True,44.6324,76.7841,False,True,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q837005_2,gpt4o_mini,Person,What is Gyro Gearloose's occupation?,지로 기어루스의 직업은 무엇인가요?,자이로 기어루스 의 직업은 무엇인가요?,자이로 기어루스,transliterate,no,no,no,partly,transliterate,wrong_rendering_strategy,maybe,,gpt4o,borderline,True,66.874,87.2285,False,True,True,False,False,False,False,0.7143,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q1067463_0,gpt4o_mini,Place of worship,2) What type of place is Koutloumousiou monastery?,2) 쿨투룸무시우 수도원은 어떤 종류의 장소인가요?,2) 쿠틀루무시우 수도원은 어떤 곳인가요?,쿠틀루무시우 수도원,transliterate,no,no,no,partly,transliterate,wrong_rendering_strategy,maybe,,gpt4o,borderline,True,31.2394,50.4174,False,False,True,False,False,False,False,0.6667,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q2209873_2,gpt4o_mini,Place of worship,What type of place is Paro Taktsang?,파로 타끄상은 어떤 종류의 장소인가요?,파로 탁상은 어떤 종류의 장소인가요?,파로 탁상,transliterate,yes,no,no,partly,transliterate,wrong_rendering_strategy,maybe,,gpt4o,borderline,True,53.7285,79.4234,False,True,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q390150_1,gpt4o_mini,Place of worship,What is the official denomination of Salisbury Cathedral?,살리스베리 대성당의 공식 교단은 무엇인가요?,솔즈베리 대성당의 공식 명칭은 무엇인가요?,솔즈베리 대성당,translate,yes,no,no,partly,transliterate,partial_entity_error,yes,used 살리스베리 and mistranslated the denomination as 교단,gpt4o,borderline,False,38.6097,58.3878,False,True,True,False,False,False,False,0.7143,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q975568_0,gpt4o_mini,Place of worship,Can visitors enter Thiên Mụ Temple?,방문객들이 비엔무 사원에 들어갈 수 있나요?,방문객들은 티엔무 사원 에 들어갈 수 있나요,티엔무 사원,transliterate,no,no,no,partly,transliterate,partial_entity_error,maybe,,gpt4o,borderline,True,61.4788,72.5284,False,True,True,False,False,False,False,0.8,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q47300881_1,gpt4o_mini,TV series,What is the genre of Pretty Sister Who Buys Me Food?,"""나에게 밥 사주는 예쁜 누나""의 장르는 무엇인가요?",밥 잘 사주는 예쁜 누나의 장르는 무엇인가요?,밥 잘 사주는 예쁜 누나,adapt,yes,no,yes,partly,translate,wrong_rendering_strategy,yes,,gpt4o,borderline,False,32.1729,68.9109,False,False,True,False,False,False,False,0.7778,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q483329_2,gpt4o_mini,TV series,What is the genre of the TV series The Merchant of Joseon?,"TV 시리즈 ""조선 상인""의 장르는 무엇인가요?",TV 시리즈 상도 의 장르는 무엇인가요?,상도,adapt,yes,no,yes,partly,translate,wrong_rendering_strategy,yes,,neither,borderline,False,36.5555,64.5811,False,True,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q717605_0,gpt4o_mini,TV series,What genre does the TV series 14-sai no Haha belong to?,TV 시리즈 '14-sai no Haha'는 어떤 장르에 속하나요?,TV 시리즈 14세의 어머니는 어떤 장르에 속하나요?,14세의 어머니,translate,yes,no,no,partly,preserve,partial_entity_error,yes,,gpt4o,borderline,False,35.4948,51.3862,False,True,True,False,False,False,False,0.2857,borderline_human_general_pass_entity_fail,True,False,False,False,False
Q7760898_1,gpt4o_mini,TV series,What is the focus of the Chinese TV series The Rise of the Great Powers?,"중국 TV 시리즈 ""대국의 부상""의 초점은 무엇인가요?",중국 TV 시리즈 대국굴기 의 초점은 무엇인가요?,대국굴기,transliterate,no,no,no,partly,translate,wrong_rendering_strategy,yes,,gpt4o,borderline,False,41.1134,64.0674,False,True,True,False,False,False,False,0.5,borderline_human_general_pass_entity_fail,True,True,False,False,False
Q3492886_0,gpt4o_mini,Artwork,In what language was Specters of Marx originally written?,"""Specters of Marx""는 어떤 언어로 처음 쓰였나요?",마르크스의 유령들은 원래 어떤 언어로 쓰여졌나요?,마르크스의 유령들,translate,yes,no,no,yes,preserve,acceptable_alias,maybe,,gpt4o,acceptable,False,24.4462,16.4829,False,False,False,False,False,False,False,0.0,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q469930_1,gpt4o_mini,Artwork,"Who was the author of The Secret History of the Mongols, and what inspired them to create this literary masterpiece?","몽골인의 비밀 역사(The Secret History of the Mongols)의 저자는 누군가요, 그리고 그들이 이 문학 걸작을 창작하도록 영감을 준 것은 무엇인가요?","몽골비사의 저자는 누구였으며, 무엇이 그들이 이 문학 걸작을 만들도록 영감을 주었나요?",몽골비사,translate,yes,no,no,yes,preserve,acceptable_alias,maybe,,tie,acceptable,False,18.493,30.6624,False,False,False,False,False,False,False,0.5,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q52910_0,gpt4o_mini,Artwork,What genre does The Shadow of the Wind belong to?,"""The Shadow of the Wind""는 어떤 장르에 속하나요?",바람의 그림자는 어떤 장르에 속하나요?,바람의 그림자,translate,yes,no,no,yes,preserve,acceptable_alias,no,,tie,acceptable,False,29.8475,48.6287,False,False,False,False,False,False,False,0.0,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q963586_0,gpt4o_mini,Artwork,What type of artwork is The Years of Rice and Salt?,"""The Years of Rice and Salt""는 어떤 종류의 예술 작품인가요?",쌀과 소금의 시대는 어떤 종류의 작품인가요?,쌀과 소금의 시대,preserve,no,yes,no,yes,preserve,correct,no,,gpt4o_mini,acceptable,True,17.8275,33.6183,False,False,False,False,False,False,False,0.1429,both_metrics_too_harsh_on_acceptable_output,True,False,False,False,True
Q21511960_1,gpt4o_mini,Book,Who are the authors of the graphic novel This One Summer?,그래픽 노블 《이번 여름》의 저자는 누구인가요?,그래픽 소설 그해 여름의 저자는 누구입니까?,그해 여름,translate,yes,no,yes,partly,translate,acceptable_alias,yes,,tie,acceptable,True,26.2691,34.6943,False,False,False,False,False,False,False,0.5,both_metrics_too_harsh_on_acceptable_output,True,False,True,False,True
Q552179_2,gpt4o_mini,Fictional entity,When did it become known that the Phantom of Heilbronn did not exist?,헤일브론의 유령이 존재하지 않았던 것으로 알려지게 된 것은 언제인가요?,하일브론의 유령이 존재하지 않았다는 것이 언제 알려졌나요,하일브론의 유령,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,18.5751,49.1515,False,False,False,False,False,False,False,0.8571,both_metrics_too_harsh_on_acceptable_output,True,False,False,False,True
Q3393961_0,gpt4o_mini,Food,Is corn starch gluten-free?,옥수수 전분은 글루텐이 없습니다.,옥수수 녹말은 글루텐이 없나요?,옥수수 녹말,translate,no,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,39.7635,49.9159,False,True,False,False,False,False,False,0.6,both_metrics_too_harsh_on_acceptable_output,True,False,False,False,True
