id,model_name,primary_entity_type,prediction,primary_reference_mention,reference_mentions,primary_mention_exact_match,any_reference_mention_exact_match,primary_mention_normalized_match,any_reference_mention_normalized_match,mention_substring_recall_proxy
Q312342_2,entity_aware_mt,Place of worship,이슬람 카이로에서 알즈하르 모스크의 의미는 무엇입니까?,알아즈하르 모스크,"[""알아즈하르 모스크""]",False,False,False,False,0.75
Q312342_2,gpt4o_mini,Place of worship,알아즈하르 모스크는 이슬람 카이로에서 중요한 의미를 지니고 있습니다.,알아즈하르 모스크,"[""알아즈하르 모스크""]",True,True,True,True,1.0
Q312342_2,gpt4o,Place of worship,이슬람 카이로에서 알아즈하르 모스크의 중요성은 무엇인가요?,알아즈하르 모스크,"[""알아즈하르 모스크""]",True,True,True,True,1.0
Q312342_2,vanilla_mt,Place of worship,이슬람 카이로에 있는 알 아즈하르 모스크의 의미는 무엇입니까?,알아즈하르 모스크,"[""알아즈하르 모스크""]",False,False,True,True,1.0
Q313594_0,entity_aware_mt,Person,키르산 일리오지노프는 어떠한 논쟁이나 스캔들에 관여했습니까?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.5
Q313594_0,gpt4o_mini,Person,키르산 일리우미진노프는 어떤 논란이나 스캔들에 연루된 적이 있나요?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.5
Q313594_0,gpt4o,Person,키르산 일류먀지노프는 어떤 논란이나 스캔들에 연루된 적이 있나요?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.5
Q313594_0,vanilla_mt,Person,Kirsan Ilyumzhinov는 어떤 논쟁이나 스캔들에 참여했습니까?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.0
Q313594_1,entity_aware_mt,Person,키르산 일리오지노프는 공공 공간에서 무엇을 알고 있습니까?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.5
Q313594_1,gpt4o_mini,Person,Kirsan Ilyumzhinov은 공공 분야에서 무엇으로 알려져 있습니까?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.0
Q313594_1,gpt4o,Person,키르산 일류먜노프는 대중적으로 무엇으로 알려져 있습니까?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.5
Q313594_1,vanilla_mt,Person,Kirsan Ilyumzhinov는 공공 공간에서 무엇을 알고 있습니까?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.0
Q313594_2,entity_aware_mt,Person,키르산 일리오지노프의 몇 가지 눈에 띄는 성과 또는 위치는 무엇입니까?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.5
Q313594_2,gpt4o_mini,Person,키르산 일류즘지노프의 주요 업적이나 직위는 무엇인가요?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.5
Q313594_2,gpt4o,Person,키르산 일륌지노프의 주목할 만한 업적이나 직위는 무엇인가요?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.5
Q313594_2,vanilla_mt,Person,Kirsan Ilyumzhinov의 몇 가지 눈에 띄는 성과 또는 위치는 무엇입니까?,키르산 일륨지노프,"[""키르산 일륨지노프""]",False,False,False,False,0.125
Q3205903_0,entity_aware_mt,Fictional entity,제2차 세계 대전 이후의 추락국의 우승이 전쟁 이후의 국제 관계에 어떤 영향을 미칠 수 있을까?,제2차 세계 대전의 추축국의 승리,"[""제2차 세계 대전의 추축국의 승리"", ""제2차 세계 대전의 추축국의 승리""]",False,False,False,False,0.5
Q3205903_0,gpt4o_mini,Fictional entity,가상의 제3제국의 승리가 제2차 세계 대전 이후 국제 관계에 미칠 수 있는 몇 가지 가능한 결과는 무엇인가요?,제2차 세계 대전의 추축국의 승리,"[""제2차 세계 대전의 추축국의 승리"", ""제2차 세계 대전의 추축국의 승리""]",False,False,False,False,0.5
Q3205903_0,gpt4o,Fictional entity,제2차 세계대전에서 가상의 추축국 승리가 초래할 수 있는 전후 국제 관계에 대한 몇 가지 가능한 결과는 무엇일까요?,제2차 세계 대전의 추축국의 승리,"[""제2차 세계 대전의 추축국의 승리"", ""제2차 세계 대전의 추축국의 승리""]",False,False,False,False,0.5
Q3205903_0,vanilla_mt,Fictional entity,전쟁 후 국제 관계에 대한 제2차 세계 대전에서 가설적인 Axis 승리의 가능한 결과는 무엇입니까?,제2차 세계 대전의 추축국의 승리,"[""제2차 세계 대전의 추축국의 승리"", ""제2차 세계 대전의 추축국의 승리""]",False,False,False,False,0.5
Q3205903_1,entity_aware_mt,Fictional entity,제2차 세계 대전에서 멸종국의 승리는 어떻게 세계 정치에 영향을 미칠 것인가?,제2차 세계 대전의 추축국의 승리,"[""제2차 세계 대전의 추축국의 승리"", ""제2차 세계 대전의 추축국의 승리""]",False,False,False,False,0.5
Q3205903_1,gpt4o_mini,Fictional entity,가상의 제3제국 승리가 제2차 세계 대전에 미쳤을 글로벌 정치에 대한 영향은 어떤 것이었을까요?,제2차 세계 대전의 추축국의 승리,"[""제2차 세계 대전의 추축국의 승리"", ""제2차 세계 대전의 추축국의 승리""]",False,False,False,False,0.5
Q3205903_1,gpt4o,Fictional entity,제2차 세계 대전에서 가상의 추축국 승리가 세계 정치에 어떤 영향을 미쳤을까요?,제2차 세계 대전의 추축국의 승리,"[""제2차 세계 대전의 추축국의 승리"", ""제2차 세계 대전의 추축국의 승리""]",False,False,False,False,0.5
Q3205903_1,vanilla_mt,Fictional entity,제2차 세계 대전에서 가설적인 옥스 승리가 세계 정치에 어떤 영향을 미칠 것인가?,제2차 세계 대전의 추축국의 승리,"[""제2차 세계 대전의 추축국의 승리"", ""제2차 세계 대전의 추축국의 승리""]",False,False,False,False,0.5
Q3223668_0,entity_aware_mt,Artwork,뱀의 날은 환상적인 일입니까?,개미의 날,"[""개미의 날""]",False,False,False,False,0.5
Q3223668_0,gpt4o_mini,Artwork,개미의 날은 허구의 작품인가요?,개미의 날,"[""개미의 날""]",True,True,True,True,1.0
Q3223668_0,gpt4o,Artwork,개미의 날은 허구의 작품인가?,개미의 날,"[""개미의 날""]",True,True,True,True,1.0
Q3223668_0,vanilla_mt,Artwork,안츠의 날은 환상적인 작품입니까?,개미의 날,"[""개미의 날""]",False,False,False,False,0.5
Q3223668_1,entity_aware_mt,Artwork,뱀의 날의 저자는 누구입니까?,개미의 날,"[""개미의 날"", ""개미의 날"", ""개미의 날""]",False,False,False,False,0.5
Q3223668_1,gpt4o_mini,Artwork,"""개미의 날""의 저자는 누구인가요?",개미의 날,"[""개미의 날"", ""개미의 날"", ""개미의 날""]",True,True,True,True,1.0
Q3223668_1,gpt4o,Artwork,개미의 날의 저자는 누구인가요?,개미의 날,"[""개미의 날"", ""개미의 날"", ""개미의 날""]",True,True,True,True,1.0
Q3223668_1,vanilla_mt,Artwork,[중고] [중고] [중고] [중고] [중고] [중고] [중고] [중고] [중고] [중고] [중고],개미의 날,"[""개미의 날"", ""개미의 날"", ""개미의 날""]",False,False,False,False,0.0
Q3223668_2,entity_aware_mt,Artwork,뱀의 날은 언제 발표되었습니까?,개미의 날,"[""개미의 날"", ""개미의 날"", ""개미의 날""]",False,False,False,False,0.5
Q3223668_2,gpt4o_mini,Artwork,개미의 날은 언제 출판되었나요?,개미의 날,"[""개미의 날"", ""개미의 날"", ""개미의 날""]",True,True,True,True,1.0
Q3223668_2,gpt4o,Artwork,"""개미의 날""은 언제 출판되었나요?",개미의 날,"[""개미의 날"", ""개미의 날"", ""개미의 날""]",True,True,True,True,1.0
Q3223668_2,vanilla_mt,Artwork,그날의 날이 언제 출판되었습니까?,개미의 날,"[""개미의 날"", ""개미의 날"", ""개미의 날""]",False,False,False,False,0.5
Q3225511_0,entity_aware_mt,TV series,젊은 왕자 TV 시리즈의 첫 번째 에피소드는 언제 출시되었습니까?,어린 왕자,"[""어린 왕자"", ""어린 왕자"", ""어린 왕자""]",False,False,False,False,0.5
Q3225511_0,gpt4o_mini,TV series,"""어린 왕자"" TV 시리즈의 첫 번째 에피소드는 언제 방영되었나요?",어린 왕자,"[""어린 왕자"", ""어린 왕자"", ""어린 왕자""]",True,True,True,True,1.0
Q3225511_0,gpt4o,TV series,리틀 프린스 TV 시리즈의 첫 번째 에피소드는 언제 방영되었나요?,어린 왕자,"[""어린 왕자"", ""어린 왕자"", ""어린 왕자""]",False,False,False,False,0.25
Q3225511_0,vanilla_mt,TV series,'작은 왕자' TV 시리즈의 첫 번째 에피소드는 언제 출시되었습니까?,어린 왕자,"[""어린 왕자"", ""어린 왕자"", ""어린 왕자""]",False,False,False,False,0.5
Q3225511_1,entity_aware_mt,TV series,젊은 왕자 TV 시리즈의 주인공은 누구입니까?,어린 왕자,"[""어린 왕자"", ""어린 왕자"", ""어린 왕자""]",False,False,False,False,0.5
Q3225511_1,gpt4o_mini,TV series,"""어린 왕자"" TV 시리즈의 주요 캐릭터는 누구인가요?",어린 왕자,"[""어린 왕자"", ""어린 왕자"", ""어린 왕자""]",True,True,True,True,1.0
Q3225511_1,gpt4o,TV series,TV 시리즈 '어린 왕자'의 주요 캐릭터는 누구인가요?,어린 왕자,"[""어린 왕자"", ""어린 왕자"", ""어린 왕자""]",True,True,True,True,1.0
Q3225511_1,vanilla_mt,TV series,작은 왕자 TV 시리즈의 주요 캐릭터는 누구입니까?,어린 왕자,"[""어린 왕자"", ""어린 왕자"", ""어린 왕자""]",False,False,False,False,0.5
Q3225511_2,entity_aware_mt,TV series,젊은 왕자 TV 시리즈에는 얼마나 많은 시즌이 있습니까?,어린 왕자,"[""어린 왕자"", ""어린 왕자""]",False,False,False,False,0.5
Q3225511_2,gpt4o_mini,TV series,"""어린 왕자"" TV 시리즈에는 몇 시즌이 있나요?",어린 왕자,"[""어린 왕자"", ""어린 왕자""]",True,True,True,True,1.0
Q3225511_2,gpt4o,TV series,어린 왕자 TV 시리즈는 몇 시즌인가요?,어린 왕자,"[""어린 왕자"", ""어린 왕자""]",True,True,True,True,1.0
Q3225511_2,vanilla_mt,TV series,얼마나 많은 시즌이 The Little Prince TV 시리즈에 있습니까?,어린 왕자,"[""어린 왕자"", ""어린 왕자""]",False,False,False,False,0.0
Q3272245_0,entity_aware_mt,Fictional entity,리빙 라이트닝의 진짜 이름은 무엇입니까?,살아있는 번개의 진짜 이름은 무엇입니까?,"[""살아있는 번개의 진짜 이름은 무엇입니까?"", ""가운데땅의 역법""]",False,False,False,False,0.6471
Q3272245_0,gpt4o_mini,Fictional entity,리빙 라이트닝의 본명은 무엇인가요?,살아있는 번개의 진짜 이름은 무엇입니까?,"[""살아있는 번개의 진짜 이름은 무엇입니까?"", ""가운데땅의 역법""]",False,False,False,False,0.1765
Q3272245_0,gpt4o,Fictional entity,리빙 라이트닝의 본명은 무엇인가요?,살아있는 번개의 진짜 이름은 무엇입니까?,"[""살아있는 번개의 진짜 이름은 무엇입니까?"", ""가운데땅의 역법""]",False,False,False,False,0.1765
Q3272245_0,vanilla_mt,Fictional entity,Living Lightning의 진짜 이름은 무엇입니까?,살아있는 번개의 진짜 이름은 무엇입니까?,"[""살아있는 번개의 진짜 이름은 무엇입니까?"", ""가운데땅의 역법""]",False,False,False,False,0.6471
Q3272245_1,entity_aware_mt,Fictional entity,리빙 라이트닝은 어떻게 슈퍼히어로가 되었습니까?,리빙 라이트닝,"[""리빙 라이트닝""]",True,True,True,True,1.0
Q3272245_1,gpt4o_mini,Fictional entity,리빙 라이트닝은 어떻게 슈퍼히어로가 되었나요?,리빙 라이트닝,"[""리빙 라이트닝""]",True,True,True,True,1.0
Q3272245_1,gpt4o,Fictional entity,리빙 라이트닝은 어떻게 슈퍼히어로가 되었나요?,리빙 라이트닝,"[""리빙 라이트닝""]",True,True,True,True,1.0
Q3272245_1,vanilla_mt,Fictional entity,Living Lightning은 어떻게 슈퍼히어로가 되었습니까?,리빙 라이트닝,"[""리빙 라이트닝""]",False,False,False,False,0.0
Q3272245_2,entity_aware_mt,Fictional entity,Marvel Comics 우주에서 Living Lightning의 동맹국은 누구입니까?,Marvel Comics 세계에서 Living Lightning의 동맹은 누구입니까?,"[""Marvel Comics 세계에서 Living Lightning의 동맹은 누구입니까?"", ""살아있는 번개""]",False,False,False,False,0.5
Q3272245_2,gpt4o_mini,Fictional entity,리빙 라이트닝의 동료들은 마블 코믹스 유니버스에서 다음과 같습니다.,Marvel Comics 세계에서 Living Lightning의 동맹은 누구입니까?,"[""Marvel Comics 세계에서 Living Lightning의 동맹은 누구입니까?"", ""살아있는 번개""]",False,False,False,False,0.05
Q3272245_2,gpt4o,Fictional entity,마블 코믹스 세계에서 리빙 라이트닝의 동료들은 누구입니까?,Marvel Comics 세계에서 Living Lightning의 동맹은 누구입니까?,"[""Marvel Comics 세계에서 Living Lightning의 동맹은 누구입니까?"", ""살아있는 번개""]",False,False,False,False,0.15
Q3272245_2,vanilla_mt,Fictional entity,Marvel Comics 우주에서 Living Lightning의 동맹국은 누구입니까?,Marvel Comics 세계에서 Living Lightning의 동맹은 누구입니까?,"[""Marvel Comics 세계에서 Living Lightning의 동맹은 누구입니까?"", ""살아있는 번개""]",False,False,False,False,0.5
Q3345_0,entity_aware_mt,Person,폴레마 10세의 왕으로서의 통치 기간 동안 일어난 중요한 사건이나 갈등이 있었습니까?,프톨레마이오스 10세,"[""프톨레마이오스 10세"", ""프톨레마이오스 10세 알렉산드로스 1세""]",False,False,False,False,0.3
Q3345_0,gpt4o_mini,Person,프톨레마이오스 10세 알렉산더 1세의 통치 기간 동안 발생한 중요한 사건이나 갈등이 있었나요?,프톨레마이오스 10세,"[""프톨레마이오스 10세"", ""프톨레마이오스 10세 알렉산드로스 1세""]",True,True,True,True,1.0
Q3345_0,gpt4o,Person,프톨레마이오스 10세 알렉산더 1세의 통치 기간 동안 있었던 중요한 사건이나 갈등이 있었나요?,프톨레마이오스 10세,"[""프톨레마이오스 10세"", ""프톨레마이오스 10세 알렉산드로스 1세""]",True,True,True,True,1.0
Q3345_0,vanilla_mt,Person,황제로서의 알렉산더 X의 통치 기간 동안 일어난 중요한 사건이나 갈등이 있었습니까?,프톨레마이오스 10세,"[""프톨레마이오스 10세"", ""프톨레마이오스 10세 알렉산드로스 1세""]",False,False,False,False,0.1667
Q3345_1,entity_aware_mt,Person,황제로서의 그의 시대에 폴레마 10세의 눈에 띄는 성취 또는 기여 중 일부는 무엇이었습니까?,프톨레마이오스 10세,"[""프톨레마이오스 10세"", ""프톨레마이오스 10세 알렉산드로스 1세""]",False,False,False,False,0.3
Q3345_1,gpt4o_mini,Person,프톨레마이오스 10세 알렉산드로스 1세가 왕으로 재임하는 동안의 주목할 만한 업적이나 기여는 무엇이었나요?,프톨레마이오스 10세,"[""프톨레마이오스 10세"", ""프톨레마이오스 10세 알렉산드로스 1세""]",True,True,True,True,1.0
Q3345_1,gpt4o,Person,프톨레마이오스 10세 알렉산드로스 1세의 주요 업적이나 기여는 무엇이었나요?,프톨레마이오스 10세,"[""프톨레마이오스 10세"", ""프톨레마이오스 10세 알렉산드로스 1세""]",True,True,True,True,1.0
Q3345_1,vanilla_mt,Person,황제로서의 그의 시간 동안 알렉산더 X의 눈에 띄는 성과 또는 기여 중 일부는 무엇이었습니까?,프톨레마이오스 10세,"[""프톨레마이오스 10세"", ""프톨레마이오스 10세 알렉산드로스 1세""]",False,False,False,False,0.1667
Q3345_2,entity_aware_mt,Person,폴레미오스 10세의 가족 배경이나 라인에 대한 정보를 제공할 수 있습니까?,프톨레마이오스 10세,"[""프톨레마이오스 10세""]",False,False,False,False,0.5
Q3345_2,gpt4o_mini,Person,프톨레마이오스 10세 알렉산더 1세의 가족 배경이나 혈통에 대한 정보가 있을까요?,프톨레마이오스 10세,"[""프톨레마이오스 10세""]",True,True,True,True,1.0
Q3345_2,gpt4o,Person,프톨레마이오스 10세 알렉산더 1세의 가족 배경이나 계보에 대한 정보를 제공할 수 있습니까?,프톨레마이오스 10세,"[""프톨레마이오스 10세""]",True,True,True,True,1.0
Q3345_2,vanilla_mt,Person,Ptolemy X Alexander I의 가족 배경 또는 라인에 대한 정보를 제공 할 수 있습니까?,프톨레마이오스 10세,"[""프톨레마이오스 10세""]",False,False,False,False,0.0
Q3349882_0,entity_aware_mt,Place of worship,어느 나라에서 타 왕 성전이 위치하고 있습니까?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",False,False,False,False,0.5
Q3349882_0,gpt4o_mini,Place of worship,타왕 사원은 인도에서 어떤 주에 위치해 있습니까?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",True,True,True,True,1.0
Q3349882_0,gpt4o,Place of worship,타왕 수도원은 인도의 어느 주에 위치하고 있습니까?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",False,True,False,True,1.0
Q3349882_0,vanilla_mt,Place of worship,인도의 어떤 주가 Tawang Monastery 위치하고 있습니까?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",False,False,False,False,0.2
Q3349882_1,entity_aware_mt,Place of worship,어떤 종교 기관이 타 왕 성전입니까?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",False,False,False,False,0.5
Q3349882_1,gpt4o_mini,Place of worship,타왕 사원은 어떤 종류의 종교 기관인가요?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",True,True,True,True,1.0
Q3349882_1,gpt4o,Place of worship,타왕 사원은 어떤 종류의 종교 기관인가요?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",True,True,True,True,1.0
Q3349882_1,vanilla_mt,Place of worship,어떤 종교 기관은 Tawang 수도원입니까?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",False,False,False,False,0.6
Q3349882_2,entity_aware_mt,Place of worship,인도에 있는 타 왕 성전은 어디에 있습니까?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",False,False,False,False,0.5
Q3349882_2,gpt4o_mini,Place of worship,타왕 사원은 인도에서 어디에 위치해 있습니까?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",True,True,True,True,1.0
Q3349882_2,gpt4o,Place of worship,타왕 수도원은 인도의 어디에 위치해 있나요?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",False,True,False,True,1.0
Q3349882_2,vanilla_mt,Place of worship,Tawang Monastery는 어디에 위치하고 있습니까?,타왕 사원,"[""타왕 사원"", ""타왕 수도원"", ""타왕 수도원""]",False,False,False,False,0.0
Q3367195_0,entity_aware_mt,Movie,어떤 종류의 영화가 때때로 모든 것을 잃어 버릴 필요가 있습니까?,때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.2857
Q3367195_0,gpt4o_mini,Movie,"영화 ""A Cool, Dry Place""의 장르는 무엇인가요?",때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.0714
Q3367195_0,gpt4o,Movie,"영화 ""A Cool, Dry Place""는 어떤 장르인가요?",때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.0714
Q3367195_0,vanilla_mt,Movie,"A Cool, Dry Place 영화는 어떤 장르에 속하는가?",때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.0714
Q3367195_1,entity_aware_mt,Movie,영화를 감독하는 사람은 때때로 모든 것을 잃을 필요가 있습니까?,때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.2857
Q3367195_1,gpt4o_mini,Movie,"""A Cool, Dry Place"" 영화의 감독은 누구인가요?",때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.0714
Q3367195_1,gpt4o,Movie,'쉐인 마틴'이다.,때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.0714
Q3367195_1,vanilla_mt,Movie,"A Cool, Dry Place 영화의 주인공은 누구입니까?",때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.0
Q3367195_2,entity_aware_mt,Movie,영화에 대한 간략한 설명을 제공 할 수 있습니까 때로는 모든 것을 잃어 버릴 필요가 있습니까?,때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.3571
Q3367195_2,gpt4o_mini,Movie,영화 '쾌적하고 건조한 장소'에 대한 간단한 설명을 제공해주실 수 있나요?,때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.0714
Q3367195_2,gpt4o,Movie,"""쿨 드라이 플레이스"" 영화에 대한 간단한 묘사를 제공해 주시겠어요?",때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.0714
Q3367195_2,vanilla_mt,Movie,"A Cool, Dry Place 영화에 대한 간략한 설명을 제공 할 수 있습니까?",때로는 모든 걸 잃어볼 필요가 있다,"[""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다"", ""때로는 모든 걸 잃어볼 필요가 있다""]",False,False,False,False,0.0714
Q336916_0,entity_aware_mt,Person,현장에서 Sergio Rochet의 입장은 무엇입니까?,아베디 펠레,"[""아베디 펠레"", ""세르지오 로셰"", ""세르지오 로셰""]",False,False,False,False,0.0
Q336916_0,gpt4o_mini,Person,세르히오 로체의 필드에서의 포지션은 무엇인가요?,아베디 펠레,"[""아베디 펠레"", ""세르지오 로셰"", ""세르지오 로셰""]",False,False,False,False,0.3333
Q336916_0,gpt4o,Person,세르히오 로셰트의 포지션은 무엇인가요?,아베디 펠레,"[""아베디 펠레"", ""세르지오 로셰"", ""세르지오 로셰""]",False,False,False,False,0.5
Q336916_0,vanilla_mt,Person,현장에서 Sergio Rochet의 입장은 무엇입니까?,아베디 펠레,"[""아베디 펠레"", ""세르지오 로셰"", ""세르지오 로셰""]",False,False,False,False,0.0
Q336916_1,entity_aware_mt,Person,Sergio Rochet은 어떤 스포츠에서 뛰어난가요?,아베디 펠레,"[""아베디 펠레""]",False,False,False,False,0.0
Q336916_1,gpt4o_mini,Person,세르히오 로체는 어떤 스포츠에서 뛰어난가요?,아베디 펠레,"[""아베디 펠레""]",False,False,False,False,0.0
Q336916_1,gpt4o,Person,세르히오 로체트는 어떤 스포츠에서 뛰어난가요?,아베디 펠레,"[""아베디 펠레""]",False,False,False,False,0.0
Q336916_1,vanilla_mt,Person,Sergio Rochet은 어떤 스포츠에서 뛰어난가요?,아베디 펠레,"[""아베디 펠레""]",False,False,False,False,0.0
Q336916_2,entity_aware_mt,Person,Sergio Rochet의 국적은 무엇입니까?,아베디 펠레,"[""아베디 펠레""]",False,False,False,False,0.0
Q336916_2,gpt4o_mini,Person,세르히오 로체의 국적은 무엇인가요?,아베디 펠레,"[""아베디 펠레""]",False,False,False,False,0.0
Q336916_2,gpt4o,Person,세르지오 로셰트의 국적은 우루과이입니다.,아베디 펠레,"[""아베디 펠레""]",False,False,False,False,0.0
Q336916_2,vanilla_mt,Person,Sergio Rochet의 국적은 무엇입니까?,아베디 펠레,"[""아베디 펠레""]",False,False,False,False,0.0
Q3393961_0,entity_aware_mt,Food,옥수수 녹말은 글루텐이없는가?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",True,True,True,True,1.0
Q3393961_0,gpt4o_mini,Food,옥수수 전분은 글루텐이 없습니다.,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",False,False,False,False,0.6
Q3393961_0,gpt4o,Food,옥수수 전분은 글루텐이 없나요?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",False,False,False,False,0.6
Q3393961_0,vanilla_mt,Food,옥수수는 글루텐이없는가?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",False,False,False,False,0.6
Q3393961_1,entity_aware_mt,Food,옥수수 녹말은 요리에 일반적으로 사용되는 방법은 무엇입니까?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",True,True,True,True,1.0
Q3393961_1,gpt4o_mini,Food,옥수수 전분은 일반적으로 요리에서 어떻게 사용되나요?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",False,False,False,False,0.6
Q3393961_1,gpt4o,Food,옥수수 전분은 일반적으로 요리에서 어떻게 사용되나요?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",False,False,False,False,0.6
Q3393961_1,vanilla_mt,Food,옥수수 스테이크는 요리에 일반적으로 사용되는 방법은 무엇입니까?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",False,False,False,False,0.6
Q3393961_2,entity_aware_mt,Food,옥수수 녹말은 소스와 묘지에서 뚱뚱한 에이전트로 사용할 수 있습니까?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",True,True,True,True,1.0
Q3393961_2,gpt4o_mini,Food,옥수수 전분은 소스와 그레이비의 농도를 조절하는 데 사용할 수 있나요?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",False,False,False,False,0.6
Q3393961_2,gpt4o,Food,옥수수 전분을 소스와 육즙의 농도 조절제로 사용할 수 있나요?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",False,False,False,False,0.6
Q3393961_2,vanilla_mt,Food,옥수수 스테이크는 소스와 묘지에서 뚱뚱한 에이전트로 사용할 수 있습니까?,옥수수 녹말,"[""옥수수 녹말"", ""옥수수 녹말""]",False,False,False,False,0.6
Q3490278_0,entity_aware_mt,Musical work,소나티나 대통령이 쓴 도구는 무엇입니까?,소나티나 사장조,"[""소나티나 사장조"", ""소나티나 사장조""]",False,False,False,False,0.5714
Q3490278_0,gpt4o_mini,Musical work,소나티나 G장조는 어떤 악기용으로 작곡되었나요?,소나티나 사장조,"[""소나티나 사장조"", ""소나티나 사장조""]",False,False,False,False,0.5714
Q3490278_0,gpt4o,Musical work,소나티나 G장조는 어떤 악기를 위한 곡인가요?,소나티나 사장조,"[""소나티나 사장조"", ""소나티나 사장조""]",False,False,False,False,0.5714
