id,split,source,source_locale,target_locale,wikidata_id,entity_types,targets,reference_translation,reference_mention,reference_translations,reference_mentions,gpt4o_prediction,gpt4o_mini_prediction,primary_entity_type,selection_score,selection_reasons,gpt_models_differ,gpt4o_any_reference_mention_match,gpt4o_mini_any_reference_mention_match,model_mention_match_disagree,multi_reference_example,ascii_preservation_disagreement,selection_stage
Q521659_1,validation,How many rings does a member of the Vongola family receive as a mark of their rank?,en,ko,Q521659,"[""Fictional entity""]","[{""translation"": ""봉고레 패밀리의 구성원은 계급의 표시로 몇 개의 반지를 받나요?"", ""mention"": ""봉고레 패밀리""}, {""translation"": ""봉고레 패밀리의 구성원은 계급의 표시로 몇 개의 반지를 받습니까?"", ""mention"": ""봉고레 패밀리""}]",봉고레 패밀리의 구성원은 계급의 표시로 몇 개의 반지를 받나요?,봉고레 패밀리,"[""봉고레 패밀리의 구성원은 계급의 표시로 몇 개의 반지를 받나요?"", ""봉고레 패밀리의 구성원은 계급의 표시로 몇 개의 반지를 받습니까?""]","[""봉고레 패밀리"", ""봉고레 패밀리""]",봉고레 패밀리의 구성원은 계급의 표시로 몇 개의 반지를 받습니까?,봉고라 가문의 일원이 자신의 계급을 나타내는 반지를 몇 개 받습니까?,Fictional entity,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q2265406_2,validation,How is split pea prepared and cooked?,en,ko,Q2265406,"[""Food""]","[{""translation"": ""완두 짜개는 어떤 손질이 필요하고 요리는 어떻게 하나요?"", ""mention"": ""완두 짜개""}, {""translation"": ""완두 짜개는 어떻게 손질되고 요리되나?"", ""mention"": ""완두 짜개""}]",완두 짜개는 어떤 손질이 필요하고 요리는 어떻게 하나요?,완두 짜개,"[""완두 짜개는 어떤 손질이 필요하고 요리는 어떻게 하나요?"", ""완두 짜개는 어떻게 손질되고 요리되나?""]","[""완두 짜개"", ""완두 짜개""]",쪼갠 완두콩은 어떻게 준비하고 요리하나요?,스플릿 완두콩은 어떻게 준비하고 요리하나요?,Food,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,False,False,True,False,hard_case
Q129479_2,validation,What type of landmark is the Tomb of Hafez?,en,ko,Q129479,"[""Landmark""]","[{""translation"": ""하페즈의 무덤은 어떤 유형의 랜드마크입니까?"", ""mention"": ""하페즈의 무덤""}, {""translation"": ""하페즈의 무덤 은 어떤 종류의 랜드마크인가요?"", ""mention"": ""하페즈의 무덤""}, {""translation"": ""하페즈의 무덤 은 어떤 종류의 랜드마크인가요"", ""mention"": ""하페즈의 무덤""}, {""translation"": ""하페즈의 무덤은 어떤 종류의 랜드마크인가요?"", ""mention"": ""하페즈의 무덤""}]",하페즈의 무덤은 어떤 유형의 랜드마크입니까?,하페즈의 무덤,"[""하페즈의 무덤은 어떤 유형의 랜드마크입니까?"", ""하페즈의 무덤 은 어떤 종류의 랜드마크인가요?"", ""하페즈의 무덤 은 어떤 종류의 랜드마크인가요"", ""하페즈의 무덤은 어떤 종류의 랜드마크인가요?""]","[""하페즈의 무덤"", ""하페즈의 무덤"", ""하페즈의 무덤"", ""하페즈의 무덤""]",하피즈의 묘는 어떤 유형의 랜드마크인가요?,하페즈의 무덤은 어떤 유형의 랜드마크인가요?,Landmark,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,hard_case
Q1527383_1,validation,What type of film is The Villain?,en,ko,Q1527383,"[""Movie""]","[{""translation"": ""빌런은 어떤 종류의 영화인가요?"", ""mention"": ""빌런""}, {""translation"": ""빌런 은 어떤 종류의 영화인가요?"", ""mention"": ""빌런""}, {""translation"": ""빌런은 어떤 영화인가요?"", ""mention"": ""빌런""}]",빌런은 어떤 종류의 영화인가요?,빌런,"[""빌런은 어떤 종류의 영화인가요?"", ""빌런 은 어떤 종류의 영화인가요?"", ""빌런은 어떤 영화인가요?""]","[""빌런"", ""빌런"", ""빌런""]",빌런은 어떤 종류의 영화인가요?,영화 '악당'은 어떤 종류의 영화인가요?,Movie,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q1330443_1,validation,Who composed the musical work Rhapsody on a Theme of Paganini?,en,ko,Q1330443,"[""Musical work""]","[{""translation"": ""누가 파가니니 주제에 의한 광시곡을 작곡했나요?"", ""mention"": ""파가니니 주제에 의한 광시곡""}, {""translation"": ""누가 음악 작품 파가니니 주제에 의한 광시곡를 작곡했나요?"", ""mention"": ""누가 음악 작품 파가니니 주제에 의한 광시곡를 작곡했나요?""}]",누가 파가니니 주제에 의한 광시곡을 작곡했나요?,파가니니 주제에 의한 광시곡,"[""누가 파가니니 주제에 의한 광시곡을 작곡했나요?"", ""누가 음악 작품 파가니니 주제에 의한 광시곡를 작곡했나요?""]","[""파가니니 주제에 의한 광시곡"", ""누가 음악 작품 파가니니 주제에 의한 광시곡를 작곡했나요?""]",파가니니 주제에 의한 광시곡을 작곡한 사람은 누구인가요?,파가니니 주제에 대한 랩소디는 누가 작곡했나요?,Musical work,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q40662_1,validation,What was John the Baptist's role in history?,en,ko,Q40662,"[""Person""]","[{""translation"": ""역사에서 세례자 요한의 역할은 무엇이었나요?"", ""mention"": ""세례자 요한""}, {""translation"": ""역사에서 세례자 요한 의 역할은 무엇이었나요?"", ""mention"": ""세례자 요한""}]",역사에서 세례자 요한의 역할은 무엇이었나요?,세례자 요한,"[""역사에서 세례자 요한의 역할은 무엇이었나요?"", ""역사에서 세례자 요한 의 역할은 무엇이었나요?""]","[""세례자 요한"", ""세례자 요한""]",세례자 요한의 역사적 역할은 무엇이었나?,세례 요한의 역사적 역할은 무엇이었나요?,Person,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q911413_1,validation,What type of place is the Simonopetra monastery?,en,ko,Q911413,"[""Place of worship""]","[{""translation"": ""시모노페트라 수도원 은 어떤 종류의 장소인가요"", ""mention"": ""시모노페트라 수도원""}, {""translation"": ""시모노페트라 수도원은 어떤 유형의 장소입니까?"", ""mention"": ""시모노페트라 수도원""}, {""translation"": ""시모노페트라 수도원은 어떤 장소인가요?"", ""mention"": ""시모노페트라 수도원""}]",시모노페트라 수도원 은 어떤 종류의 장소인가요,시모노페트라 수도원,"[""시모노페트라 수도원 은 어떤 종류의 장소인가요"", ""시모노페트라 수도원은 어떤 유형의 장소입니까?"", ""시모노페트라 수도원은 어떤 장소인가요?""]","[""시모노페트라 수도원"", ""시모노페트라 수도원"", ""시모노페트라 수도원""]",시모노페트라 수도원은 어떤 종류의 장소인가요?,사이모노페트라 수도원은 어떤 장소인가요?,Place of worship,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q6856266_1,validation,When was the South Korean TV series Grudge: The Revolt of Gumiho released?,en,ko,Q6856266,"[""TV series""]","[{""translation"": ""한국 TV 시리즈 구미호: 여우누이뎐는 언제 출시되었나요?"", ""mention"": ""구미호: 여우누이뎐""}, {""translation"": ""한국 TV 시리즈 구미호: 여우누이뎐 는 언제 출시되었나요?"", ""mention"": ""구미호: 여우누이뎐""}]",한국 TV 시리즈 구미호: 여우누이뎐는 언제 출시되었나요?,구미호: 여우누이뎐,"[""한국 TV 시리즈 구미호: 여우누이뎐는 언제 출시되었나요?"", ""한국 TV 시리즈 구미호: 여우누이뎐 는 언제 출시되었나요?""]","[""구미호: 여우누이뎐"", ""구미호: 여우누이뎐""]",한국 TV 시리즈 '구미호: 여우누이뎐'은 언제 방영되었습니까?,한국 드라마 '원한: 구미호의 반란'은 언제 방영되었나요?,TV series,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,True,False,True,True,True,hard_case
Q1147583_2,validation,What type of artwork is No Longer Human?,en,ko,Q1147583,"[""Artwork"", ""Book""]","[{""translation"": ""인간 실격는 어떤 종류의 작품인가요"", ""mention"": ""인간 실격""}, {""translation"": ""인간 실격는 어떤 종류의 작품인가요?"", ""mention"": ""인간 실격""}]",인간 실격는 어떤 종류의 작품인가요,인간 실격,"[""인간 실격는 어떤 종류의 작품인가요"", ""인간 실격는 어떤 종류의 작품인가요?""]","[""인간 실격"", ""인간 실격""]",인간 실격은 어떤 종류의 예술 작품인가요?,『노르가 인간』은 어떤 종류의 예술 작품인가요?,Artwork,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,True,False,True,True,False,hard_case
Q1389239_2,validation,How does the FMA instruction set enhance the performance of x86 processors?,en,ko,Q1389239,"[""Book""]","[{""translation"": ""FMA 명령어 집합은 x86 프로세서의 성능을 어떻게 향상시키나요?"", ""mention"": ""FMA 명령어 집합""}, {""translation"": ""FMA 명령어 집합는 x86 프로세서의 성능을 어떻게 향상시키나요?"", ""mention"": ""FMA 명령어 집합""}]",FMA 명령어 집합은 x86 프로세서의 성능을 어떻게 향상시키나요?,FMA 명령어 집합,"[""FMA 명령어 집합은 x86 프로세서의 성능을 어떻게 향상시키나요?"", ""FMA 명령어 집합는 x86 프로세서의 성능을 어떻게 향상시키나요?""]","[""FMA 명령어 집합"", ""FMA 명령어 집합""]",FMA 명령어 세트는 x86 프로세서의 성능을 어떻게 향상시키나요?,FMA 명령 세트는 x86 프로세서의 성능을 어떻게 향상시키나요?,Book,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,False,False,True,False,hard_case
Q521659_0,validation,What is the main goal of the Vongola family?,en,ko,Q521659,"[""Fictional entity""]","[{""translation"": ""봉고레 패밀리의 주요 목표는 무엇인가요?"", ""mention"": ""봉고레 패밀리""}, {""translation"": ""봉고레 패밀리 주요 목표는 무엇입니까?"", ""mention"": ""봉고레 패밀리""}]",봉고레 패밀리의 주요 목표는 무엇인가요?,봉고레 패밀리,"[""봉고레 패밀리의 주요 목표는 무엇인가요?"", ""봉고레 패밀리 주요 목표는 무엇입니까?""]","[""봉고레 패밀리"", ""봉고레 패밀리""]",봉고레 패밀리의 주된 목표는 무엇입니까?,봉골라 가족의 주요 목표는 무엇인가요?,Fictional entity,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q16305809_1,validation,How are prawn crackers made?,en,ko,Q16305809,"[""Food""]","[{""translation"": ""새우 칩은 어떻게 만들어 지나요?"", ""mention"": ""새우 칩""}, {""translation"": ""새우 칩 는 어떻게 만들어지나요?"", ""mention"": ""새우 칩""}, {""translation"": ""새우 칩은 어떻게 만들어지나요?"", ""mention"": ""새우 칩""}, {""translation"": ""새우 칩는 어떻게 만들어지나요?"", ""mention"": ""새우 칩""}]",새우 칩은 어떻게 만들어 지나요?,새우 칩,"[""새우 칩은 어떻게 만들어 지나요?"", ""새우 칩 는 어떻게 만들어지나요?"", ""새우 칩은 어떻게 만들어지나요?"", ""새우 칩는 어떻게 만들어지나요?""]","[""새우 칩"", ""새우 칩"", ""새우 칩"", ""새우 칩""]",새우 크래커는 어떻게 만들어지나요?,새우 과자는 어떻게 만들어지나요?,Food,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,False,False,True,False,hard_case
Q732489_2,validation,What is the significance of the Mariinskyi Palace?,en,ko,Q732489,"[""Landmark""]","[{""translation"": ""마린스키궁의 의미는 무엇인가요?"", ""mention"": ""마린스키궁""}]",마린스키궁의 의미는 무엇인가요?,마린스키궁,"[""마린스키궁의 의미는 무엇인가요?""]","[""마린스키궁""]",마린스키 궁전의 중요성은 무엇인가요?,마리인스키 궁전의 중요성은 무엇인가요?,Landmark,9,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention""]",True,True,False,True,False,False,hard_case
Q1545841_2,validation,What is the subject of the 1982 film The Border?,en,ko,Q1545841,"[""Movie""]","[{""translation"": ""1982년 영화 더 보더 의 주제는 무엇인가요?"", ""mention"": ""더 보더""}, {""translation"": ""1982년 영화 더 보더의 주제는 무엇인가요?"", ""mention"": ""더 보더""}, {""translation"": ""1982년 더 보더 영화의 주제는 무엇인가요?"", ""mention"": ""더 보더""}]",1982년 영화 더 보더 의 주제는 무엇인가요?,더 보더,"[""1982년 영화 더 보더 의 주제는 무엇인가요?"", ""1982년 영화 더 보더의 주제는 무엇인가요?"", ""1982년 더 보더 영화의 주제는 무엇인가요?""]","[""더 보더"", ""더 보더"", ""더 보더""]","1982년 영화 ""국경선""의 주제는 무엇인가요?","1982년 영화 ""더 보더""의 주제는 무엇인가요?",Movie,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,hard_case
Q164652_2,validation,Can you provide a brief description of Symphony No. 10 by Dmitri Shostakovich?,en,ko,Q164652,"[""Musical work""]","[{""translation"": ""드미트리 쇼스타코비치의 교향곡 10번에 대한 간략한 설명을 제공해 주시겠습니까?"", ""mention"": ""교향곡 10번""}, {""translation"": ""드미트리 쇼스타코비치의 교향곡 10번 에 대한 간략한 설명을 제공해 주시겠습니까?"", ""mention"": ""교향곡 10번""}, {""translation"": ""드미트리 쇼스타코비치의 교향곡 10번에 대해 간략히 설명해 주시겠습니까?"", ""mention"": ""교향곡 10번""}]",드미트리 쇼스타코비치의 교향곡 10번에 대한 간략한 설명을 제공해 주시겠습니까?,교향곡 10번,"[""드미트리 쇼스타코비치의 교향곡 10번에 대한 간략한 설명을 제공해 주시겠습니까?"", ""드미트리 쇼스타코비치의 교향곡 10번 에 대한 간략한 설명을 제공해 주시겠습니까?"", ""드미트리 쇼스타코비치의 교향곡 10번에 대해 간략히 설명해 주시겠습니까?""]","[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",드미트리 쇼스타코비치의 교향곡 10번에 대한 간단한 설명을 제공할 수 있습니다.,"드미트리 쇼스타코비치의 교향곡 제10번은 1953년에 작곡된 작품으로, 그의 가장 중요한 교향곡 중 하나로 여겨집니다. 이 교향곡은 쇼스타코비치가 스탈린의 통치 아래에서 겪었던 고뇌와 고통을 반영하며, 정치적 억압에 대한 비판적인 시각을 담고 있습니다. 4악장으로 구성되어 있으며, 특히 첫 번째 악장은 강렬한 감정을 표현하고, 마지막 악장은 희망과 해방의 어조를 가지고 있습니다. 이 작품은 객관성과 주관성이 맞물려 있는 복잡한 감정적 여정을 전달합니다.",Musical work,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q40662_0,validation,When did John the Baptist live?,en,ko,Q40662,"[""Person""]","[{""translation"": ""세례자 요한은 언제 살았나요?"", ""mention"": ""세례자 요한""}, {""translation"": ""세례자 요한 은 언제 살았나요?"", ""mention"": ""세례자 요한""}]",세례자 요한은 언제 살았나요?,세례자 요한,"[""세례자 요한은 언제 살았나요?"", ""세례자 요한 은 언제 살았나요?""]","[""세례자 요한"", ""세례자 요한""]",세례자 요한은 언제 살았나요?,세례 요한은 언제 살았나요?,Person,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q143042_0,validation,Where is the Studenica monastery situated in Serbia?,en,ko,Q143042,"[""Place of worship""]","[{""translation"": ""세르비아에 있는 스투데니차 수도원은 어디에 있나요?"", ""mention"": ""스투데니차 수도원""}, {""translation"": ""세르비아의 스투데니차 수도원은 어디에 있나요?"", ""mention"": ""스투데니차 수도원""}, {""translation"": ""세르비아의 스투데니차 수도원은 어디에 있습니까?"", ""mention"": ""스투데니차 수도원""}]",세르비아에 있는 스투데니차 수도원은 어디에 있나요?,스투데니차 수도원,"[""세르비아에 있는 스투데니차 수도원은 어디에 있나요?"", ""세르비아의 스투데니차 수도원은 어디에 있나요?"", ""세르비아의 스투데니차 수도원은 어디에 있습니까?""]","[""스투데니차 수도원"", ""스투데니차 수도원"", ""스투데니차 수도원""]",스투데니차 수도원은 세르비아의 어디에 위치해 있나요?,세르비아의 스투데니카 수도원은 어디에 위치해 있습니까?,Place of worship,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q20857824_0,validation,How many seasons of Better Late Than Never have aired?,en,ko,Q20857824,"[""TV series""]","[{""translation"": ""베터 레이트 댄 네버 의 몇 시즌이 방영되었나요?"", ""mention"": ""베터 레이트 댄 네버""}, {""translation"": ""베터 레이트 댄 네버의 몇 시즌이 방영되었나요?"", ""mention"": ""베터 레이트 댄 네버""}]",베터 레이트 댄 네버 의 몇 시즌이 방영되었나요?,베터 레이트 댄 네버,"[""베터 레이트 댄 네버 의 몇 시즌이 방영되었나요?"", ""베터 레이트 댄 네버의 몇 시즌이 방영되었나요?""]","[""베터 레이트 댄 네버"", ""베터 레이트 댄 네버""]",'Better Late Than Never'는 총 몇 시즌 방영되었습니까?,"""리얼리티 쇼 베터 레이트 댄 네버(Better Late Than Never)""는 총 2개의 시즌이 방영되었습니다.",TV series,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,hard_case
Q3492886_1,validation,Who is the author of Specters of Marx?,en,ko,Q3492886,"[""Artwork"", ""Book""]","[{""translation"": ""마르크스의 유령들의 저자는 누구인가요?"", ""mention"": ""마르크스의 유령들""}, {""translation"": ""마르크스의 유령들 의 저자는 누구인가요"", ""mention"": ""마르크스의 유령들""}, {""translation"": ""마르크스의 유령들 의 저자는누구인가요?"", ""mention"": ""마르크스의 유령들""}]",마르크스의 유령들의 저자는 누구인가요?,마르크스의 유령들,"[""마르크스의 유령들의 저자는 누구인가요?"", ""마르크스의 유령들 의 저자는 누구인가요"", ""마르크스의 유령들 의 저자는누구인가요?""]","[""마르크스의 유령들"", ""마르크스의 유령들"", ""마르크스의 유령들""]",《마르크스의 유령들》의 저자는 누구입니까?,"""스펙터들""의 저자는 누구인가요?",Artwork,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,True,False,True,True,False,hard_case
Q19938912_2,validation,What national library is associated with BnF authorities for books?,en,ko,Q19938912,"[""Book""]","[{""translation"": ""어떤 국립 도서관이 책의 BnF 당국 과 관련이 있나요?"", ""mention"": ""BnF 당국""}, {""translation"": ""도서에 대한 BnF 당국과 관련된 국립 도서관은 어디입니까?"", ""mention"": ""BnF 당국""}, {""translation"": ""어떤 국립 도서관이 책의BnF 당국과 관련이 있나요?"", ""mention"": ""BnF 당국""}, {""translation"": ""어떤 국립 도서관이 책의 BnF 당국과 관련이 있나요?"", ""mention"": ""BnF 당국""}]",어떤 국립 도서관이 책의 BnF 당국 과 관련이 있나요?,BnF 당국,"[""어떤 국립 도서관이 책의 BnF 당국 과 관련이 있나요?"", ""도서에 대한 BnF 당국과 관련된 국립 도서관은 어디입니까?"", ""어떤 국립 도서관이 책의BnF 당국과 관련이 있나요?"", ""어떤 국립 도서관이 책의 BnF 당국과 관련이 있나요?""]","[""BnF 당국"", ""BnF 당국"", ""BnF 당국"", ""BnF 당국""]",BnF 권위와 관련된 국가 도서관은 어디인가요?,BnF와 관련된 국가 도서관은 무엇인가요?,Book,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,False,False,True,False,hard_case
Q733195_1,validation,In which fictional universe does the Galactic Republic exist?,en,ko,Q733195,"[""Fictional entity""]","[{""translation"": ""은하 공화국은 어떤 가상의 우주에 존재하나요?"", ""mention"": ""은하 공화국""}, {""translation"": ""은하 공화국은 어떤 가상의 우주에 존재합니까?"", ""mention"": ""은하 공화국""}]",은하 공화국은 어떤 가상의 우주에 존재하나요?,은하 공화국,"[""은하 공화국은 어떤 가상의 우주에 존재하나요?"", ""은하 공화국은 어떤 가상의 우주에 존재합니까?""]","[""은하 공화국"", ""은하 공화국""]",은하 공화국은 어떤 가공의 우주에서 존재합니까?,갤럭틱 공화국은 어떤 허구의 우주에 존재하나요?,Fictional entity,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q756800_2,validation,What gives Sichuan pepper its unique numbing sensation?,en,ko,Q756800,"[""Food""]","[{""translation"": ""사천 고추에 독특한 감각이 느껴지는 것은 무엇인가요?"", ""mention"": ""사천 고추""}, {""translation"": ""화초 특유의 얼얼한 맛의 원인은 무엇인가요?"", ""mention"": ""화초""}, {""translation"": ""화자오 특유의 저릿한 느낌을 주는 것은 무엇인가요?"", ""mention"": ""화자오""}]",사천 고추에 독특한 감각이 느껴지는 것은 무엇인가요?,사천 고추,"[""사천 고추에 독특한 감각이 느껴지는 것은 무엇인가요?"", ""화초 특유의 얼얼한 맛의 원인은 무엇인가요?"", ""화자오 특유의 저릿한 느낌을 주는 것은 무엇인가요?""]","[""사천 고추"", ""화초"", ""화자오""]",사천 후추가 독특한 마비 감각을 주는 이유는 무엇인가요?,산초가 독특한 마비 감각을 주는 이유는 무엇인가요?,Food,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,False,False,True,False,hard_case
Q732489_1,validation,Where is the Mariinskyi Palace located?,en,ko,Q732489,"[""Landmark""]","[{""translation"": ""마린스키궁은 어디에 있나요?"", ""mention"": ""마린스키궁""}]",마린스키궁은 어디에 있나요?,마린스키궁,"[""마린스키궁은 어디에 있나요?""]","[""마린스키궁""]",마린스키 궁전은 어디에 위치해 있습니까?,마리인스키 궁전은 어디에 위치해 있습니까?,Landmark,9,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention""]",True,True,False,True,False,False,hard_case
Q551992_1,validation,What year was The Devil Came at Night released?,en,ko,Q551992,"[""Movie""]","[{""translation"": ""나이츠, 웬 더 데빌 케임는 몇 년도에 개봉되었나요?"", ""mention"": ""나이츠, 웬 더 데빌 케임""}, {""translation"": ""악마는 밤에 왔다는 몇 년도에 개봉되었나요?"", ""mention"": ""악마는 밤에 왔다""}]","나이츠, 웬 더 데빌 케임는 몇 년도에 개봉되었나요?","나이츠, 웬 더 데빌 케임","[""나이츠, 웬 더 데빌 케임는 몇 년도에 개봉되었나요?"", ""악마는 밤에 왔다는 몇 년도에 개봉되었나요?""]","[""나이츠, 웬 더 데빌 케임"", ""악마는 밤에 왔다""]","""악마는 밤에 왔다""는 몇 년에 개봉했습니까?","""악마는 밤에 온다""는 몇 년에 출시되었습니까?",Movie,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q260988_2,validation,When was Symphony No. 7 first performed?,en,ko,Q260988,"[""Musical work""]","[{""translation"": ""교향곡 7번 은 언제 처음 공연되었나요?"", ""mention"": ""교향곡 7번""}, {""translation"": ""교향곡 7번은 언제 처음 공연되었나요?"", ""mention"": ""교향곡 7번""}]",교향곡 7번 은 언제 처음 공연되었나요?,교향곡 7번,"[""교향곡 7번 은 언제 처음 공연되었나요?"", ""교향곡 7번은 언제 처음 공연되었나요?""]","[""교향곡 7번"", ""교향곡 7번""]",교향곡 7번은 언제 처음 연주되었습니까?,교향곡 제7번은 언제 처음 연주되었나요?,Musical work,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q49967_0,validation,How did Adhemar of Le Puy contribute to French history?,en,ko,Q49967,"[""Person""]","[{""translation"": ""아데마르는 프랑스 역사에 어떻게 기여했나요?"", ""mention"": ""아데마르""}]",아데마르는 프랑스 역사에 어떻게 기여했나요?,아데마르,"[""아데마르는 프랑스 역사에 어떻게 기여했나요?""]","[""아데마르""]",아데마르 드 르퓌는 프랑스 역사에 어떻게 기여했나요?,아드마르 드 레 퓨이는 프랑스 역사에 어떻게 기여했나요?,Person,9,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention""]",True,True,False,True,False,False,hard_case
Q462372_1,validation,When was Yellow Crane Tower first built and what was its original purpose?,en,ko,Q462372,"[""Place of worship""]","[{""translation"": ""황학루는 언제 처음 지어졌고 원래 목적은 무엇이었나요?"", ""mention"": ""황학루""}, {""translation"": ""황학루는 언제 처음 지어졌으며 원래 목적은 무엇입니까?"", ""mention"": ""황학루""}]",황학루는 언제 처음 지어졌고 원래 목적은 무엇이었나요?,황학루,"[""황학루는 언제 처음 지어졌고 원래 목적은 무엇이었나요?"", ""황학루는 언제 처음 지어졌으며 원래 목적은 무엇입니까?""]","[""황학루"", ""황학루""]","황학루는 처음 언제 세워졌고, 그 원래 목적은 무엇이었습니까?",옌후이 타워는 처음 언제 지어졌고 그 원래 목적은 무엇이었습니까?,Place of worship,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q60992353_0,validation,When was the Qin Dynasty Epic series first aired?,en,ko,Q60992353,"[""TV series""]","[{""translation"": ""진나라 서사시시리즈는 언제 처음 방영되었습니까?"", ""mention"": ""진나라 서사시""}, {""translation"": ""진나라 서사시 시리즈는 언제 처음 방영되었습니까?"", ""mention"": ""진나라 서사시""}, {""translation"": ""대진부 시리즈는 언제 처음 방영되었나요?"", ""mention"": ""대진부""}, {""translation"": ""대진부 드라마는 언제 처음 방영되었나요?"", ""mention"": ""대진부""}]",진나라 서사시시리즈는 언제 처음 방영되었습니까?,진나라 서사시,"[""진나라 서사시시리즈는 언제 처음 방영되었습니까?"", ""진나라 서사시 시리즈는 언제 처음 방영되었습니까?"", ""대진부 시리즈는 언제 처음 방영되었나요?"", ""대진부 드라마는 언제 처음 방영되었나요?""]","[""진나라 서사시"", ""진나라 서사시"", ""대진부"", ""대진부""]",진시황 에픽 시리즈는 언제 처음 방영되었나요?,진나라 서사시가 처음 방영된 것은 언제인가요?,TV series,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,hard_case
